StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q38_1,Q1_4,Q98_4,Q1_4,Q99_4,Q1_4,Q100_4,Q1_4,Q101_4,Q1_4,Q103_4,Q1_4,Q104_4,Q1_4,Q105_4,Q1_4,Q106_4,Q1_4,Q107_4,Q1_4,Q108_4,Q1_4,Q109_4,Q1_4,Q110_4,Q1_4,Q111_4,Q1_4,Q112_4,Q66_1,Q33_1,Q34_1,Q35_4,Q36_1,Q37_1,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q39_10,Q39_11,Q40,Q41,Q41_5_TEXT,Warwick_ResponseID,Warwick_Experimenter,previous_wri,Create New Field or Choose From Dropdown...,wri_valid,Set a Value Now
2023/4/12 5:31,2023/4/12 5:55,IP Address,79.116.141.2,100,1442,TRUE,2023/4/12 5:55,R_2qltwHaRCUSp3Hp,,,,,36.8316,-2.4646,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,Yes,No,,,,,,None at all,90,90,50,0,75,100,75,75,60,90,0,0,35,0,25,50,50,50,100,100,10,10,70,80,40,20,25,60,None at all,70,20,100,90,100,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,19,Female,,4476b448f2e0895d2545,FALSE,,,yes,
2023/4/12 8:38,2023/4/12 8:46,IP Address,51.190.228.126,100,476,TRUE,2023/4/12 8:46,R_2QfiOuOhjxBHRTa,,,,,51.4781,-0.0279,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A little,73,19,0,0,51,51,18,16,37,84,0,0,34,42,62,51,20,21,100,100,72,40,78,100,82,87,14,0,None at all,0,70,100,6,83,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,20,Female,,02ae8e074fd7a03074f0,FALSE,,,yes,
2023/4/12 9:36,2023/4/12 9:50,IP Address,92.233.128.78,100,869,TRUE,2023/4/12 9:50,R_3ozOhV52ZnGSmu9,,,,,51.5564,0.0714,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,No,No,,,,,,A lot,71,61,20,30,72,30,30,50,20,40,10,17,20,20,20,30,19,10,92,93,61,30,81,100,30,40,71,50,A little,20,30,80,30,91,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,19,Female,,b2ae5043502ad4d670f8,FALSE,,,yes,
2023/4/12 15:52,2023/4/12 17:14,IP Address,172.226.134.0,100,4934,TRUE,2023/4/12 17:14,R_324LwNzRIyBsED2,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,Yes,No,Yes,A great deal,71,71,37,0,30,28,37,67,22,50,26,50,36,11,28,50,50,48,75,100,85,69,75,100,50,29,63,79,A little,68,39,68,71,88,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,18,Female,,56fba3338dd81f9074d8,FALSE,,,yes,
2023/4/13 1:52,2023/4/13 2:05,IP Address,81.104.198.69,100,782,TRUE,2023/4/13 2:05,R_3lGHDKe2ve94Ntm,,,,,52.2725,-1.5208,anonymous,EN,I consent; proceed to the study.,Yes,No,Yes,No,Yes,,,,,,A little,53,50,38,1,66,48,24,48,39,60,1,2,36,9,54,9,49,48,85,100,30,23,70,91,89,58,36,48,A little,8,97,47,9,92,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,34,Male,,ab894a5cf8a92f5e5016,FALSE,,,yes,
2023/4/13 5:09,2023/4/13 5:21,IP Address,5.80.128.154,100,719,TRUE,2023/4/13 5:21,R_3O8Q33uuKZxMVMP,,,,,51.0595,0.214,anonymous,EN,I consent; proceed to the study.,No,Yes,No,No,Yes,,,,,,A moderate amount,87,88,23,0,40,81,51,96,51,75,19,65,19,0,50,61,40,40,66,100,51,71,76,90,81,40,71,51,None at all,41,81,95,50,92,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,18,Female,,046281e5155ce08ab613,FALSE,,,yes,
2023/4/13 8:19,2023/4/13 8:33,IP Address,94.4.93.107,100,865,TRUE,2023/4/13 8:33,R_x5yAZiU9UiAUwtX,,,,,51.477,-0.1959,anonymous,EN,I consent; proceed to the study.,,,,,,No,Yes,Yes,Yes,Yes,A great deal,38,30,30,30,51,50,50,51,20,10,15,20,45,30,53,70,50,50,70,75,12,14,55,55,81,75,53,38,A moderate amount,50,58,65,50,82,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,18,Male,,a33642f894d4fd671fbb,FALSE,,,yes,
2023/4/13 10:42,2023/4/13 11:19,IP Address,82.1.91.152,100,2238,TRUE,2023/4/13 11:19,R_7Nx8QmXaTsail7H,,,,,51.2519,-0.5933,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,No,Yes,,,,,,A moderate amount,65,82,34,4,50,56,41,50,38,58,5,29,22,35,76,36,63,22,66,85,87,61,65,84,43,57,30,23,A little,20,2,73,55,77,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,19,Female,,f8d809ee95029a479771,FALSE,,,yes,
2023/4/13 11:16,2023/4/13 11:36,IP Address,86.178.191.195,100,1203,TRUE,2023/4/13 11:36,R_3CN8XjwlKULtDRw,,,,,50.655,-4.1986,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,Yes,No,A moderate amount,86,90,54,0,22,10,44,78,40,60,61,98,38,0,21,19,28,29,98,95,55,71,79,100,75,23,71,89,None at all,50,61,100,65,92,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,19,Female,,d81b866d1d0895fc113d,FALSE,,,yes,
2023/4/13 11:28,2023/4/13 11:49,IP Address,92.237.51.1,100,1264,TRUE,2023/4/13 11:49,R_1dcb81PX84vUM3G,,,,,51.5571,-0.2972,anonymous,EN,I consent; proceed to the study.,Yes,No,Yes,No,Yes,,,,,,A moderate amount,60,50,20,9,50,50,29,50,40,50,30,29,40,29,40,50,30,20,50,71,30,30,71,91,40,20,30,9,A moderate amount,60,60,100,40,80,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,19,Female,,cf91c6e1e48d83948f31,FALSE,,,yes,
2023/4/13 12:00,2023/4/13 12:10,IP Address,79.70.54.13,100,556,TRUE,2023/4/13 12:10,R_cO3hK2mLhtHzdaF,,,,,51.6004,-0.1168,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,Yes,Yes,Yes,A moderate amount,50,50,2,0,60,34,51,91,49,61,23,50,38,11,18,100,35,10,100,86,61,74,75,100,33,92,57,76,A moderate amount,38,38,80,39,94,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,19,Male,,a2c6a02c70b9aa5906f9,FALSE,,,yes,
2023/4/13 11:50,2023/4/13 12:12,IP Address,137.205.1.11,100,1362,TRUE,2023/4/13 12:12,R_1kGK6SkjtR0q4CU,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,No,No,No,No,Yes,,,,,,A moderate amount,51,51,51,51,51,51,9,10,11,10,9,9,73,51,61,90,51,51,94,83,51,19,72,88,82,82,40,19,A moderate amount,69,51,100,83,82,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,20,Female,,127cb03db0d5ffea7688,FALSE,,,yes,
2023/4/14 2:45,2023/4/14 2:54,IP Address,80.107.170.34,100,523,TRUE,2023/4/14 2:54,R_QnTdtDB2Wbewoh3,,,,,37.8522,23.7768,anonymous,EN,I consent; proceed to the study.,No,No,Yes,No,Yes,,,,,,A little,32,17,41,0,39,69,43,100,75,50,24,22,6,25,22,41,51,38,54,75,35,54,74,82,67,51,65,51,A little,41,64,83,41,75,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,19,Female,,e2f742f4642e33673a8a,FALSE,,,yes,
2023/4/14 6:14,2023/4/14 6:28,IP Address,137.205.1.4,100,810,TRUE,2023/4/14 6:28,R_2rj49DGZzSg8QMk,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A little,50,50,50,39,50,50,50,70,70,91,59,80,50,50,50,50,50,50,100,100,50,8,62,70,50,50,24,0,A little,20,71,50,50,90,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,19,Female,,d1f9059daa478110f91d,FALSE,,,yes,
2023/4/14 7:20,2023/4/14 7:39,IP Address,137.205.1.234,100,1140,TRUE,2023/4/14 7:39,R_0AJMnsmaG7zrL3j,,,,,52.382,-1.5874,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,Yes,Yes,No,A moderate amount,87,82,25,14,86,100,69,49,75,60,24,26,69,67,23,50,50,50,74,100,11,6,72,100,84,100,85,50,A little,1,94,98,29,92,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,21,Male,,5d37c9784d68402b2aa7,FALSE,,,yes,
2023/4/14 8:13,2023/4/14 8:26,IP Address,2.122.152.173,100,766,TRUE,2023/4/14 8:26,R_3JDFLmW8gUXmzWz,,,,,51.532,0.0884,anonymous,EN,I consent; proceed to the study.,No,Yes,No,No,No,,,,,,A moderate amount,88,66,27,11,28,51,64,100,39,91,38,91,65,9,67,57,37,35,90,100,65,38,82,100,81,14,62,93,A little,65,32,88,29,77,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,18,Female,,b573d7ef5a60e8c6b6f6,FALSE,,,yes,
2023/4/15 5:24,2023/4/15 5:32,IP Address,82.44.143.26,100,490,TRUE,2023/4/15 5:32,R_2aWvFBI9S1sl1Ef,,,,,51.5278,-0.4843,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A moderate amount,60,91,18,8,40,70,29,76,19,59,17,9,19,2,70,40,18,28,80,71,18,8,56,100,51,76,40,60,A lot,61,60,83,9,82,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,19,Female,,d7c6b5a45002710fa4a3,FALSE,,,yes,
2023/4/15 5:43,2023/4/15 5:52,IP Address,82.11.62.221,100,524,TRUE,2023/4/15 5:52,R_3RpBQG6AvKnF48f,,,,,51.6552,-0.3879,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A little,78,64,31,0,90,0,50,100,38,60,26,81,1,16,27,51,50,20,88,90,32,0,41,70,50,18,39,69,None at all,59,41,92,39,70,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,19,Female,,84d4d673b0d11281e4a6,FALSE,,,yes,
2023/4/15 11:46,2023/4/15 11:54,IP Address,106.80.2.229,100,476,TRUE,2023/4/15 11:54,R_2OYAxjjqoRy7601,,,,,29.5689,106.5577,anonymous,EN,I consent; proceed to the study.,Yes,No,Yes,No,Yes,,,,,,A moderate amount,67,26,66,35,65,22,71,17,63,26,66,24,66,14,66,29,65,33,62,30,61,35,68,34,66,25,58,37,A moderate amount,67,62,60,34,44,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,19,Female,,fc125610f93629a5e500,FALSE,,,yes,
2023/4/15 23:25,2023/4/15 23:49,IP Address,112.103.16.68,100,1410,TRUE,2023/4/15 23:49,R_Y4yigZpnNmgpDUt,,,,,45.75,126.65,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,No,No,,,,,,A moderate amount,38,40,39,41,39,41,9,0,41,12,35,94,4,23,38,23,9,10,97,98,92,100,60,92,90,100,29,0,A great deal,84,39,91,92,100,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,19,Female,,755a348f45141c9a755c,FALSE,,,yes,
2023/4/16 2:24,2023/4/16 2:36,IP Address,90.215.82.197,100,732,TRUE,2023/4/16 2:36,R_Bzf3zd94BPzRAeB,,,,,51.5538,-0.3102,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,Yes,No,Yes,A lot,91,92,35,7,51,0,51,100,30,82,22,29,9,0,81,60,19,80,80,100,76,50,63,100,25,51,29,100,A moderate amount,20,92,100,30,71,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,21,Female,,75322256cc8395d51560,FALSE,,,yes,
2023/4/16 4:15,2023/4/16 4:29,IP Address,86.9.141.38,100,887,TRUE,2023/4/16 4:29,R_3gzeucSuOMmgXdf,,,,,51.7282,-0.6495,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,Yes,No,,,,,,A little,50,20,0,0,40,0,49,91,56,71,40,51,30,30,30,29,30,0,71,92,30,0,71,60,19,9,30,50,None at all,19,50,80,60,90,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,19,Female,,a48c55a2ddacddad4bd0,FALSE,,,yes,
2023/4/16 4:39,2023/4/16 4:55,IP Address,104.28.114.56,100,920,TRUE,2023/4/16 4:55,R_3oR61hJQgwbsGSU,,,,,44.8166,20.4721,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,None at all,50,50,50,10,0,50,50,70,50,0,0,0,50,50,30,50,40,50,100,90,100,100,100,40,50,50,40,0,None at all,70,50,90,0,90,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,18,Female,,464060ccb42ddc6aea9f,FALSE,,,yes,
2023/4/16 7:43,2023/4/16 7:51,IP Address,31.94.17.131,100,493,TRUE,2023/4/16 7:51,R_24ORGWdW33EuOtL,,,,,51.4719,-0.1616,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A moderate amount,60,49,40,0,0,19,82,100,51,71,29,51,19,0,19,40,19,19,81,81,30,29,51,51,41,71,30,61,A little,51,82,100,40,100,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,19,Female,,8c84e81e22380a2db143,FALSE,,,yes,
2023/4/14 10:35,2023/4/16 8:55,IP Address,172.225.162.63,100,166794,TRUE,2023/4/16 8:55,R_2P1XXqvX1PE5FWG,,,,,40.4163,-3.6934,anonymous,EN,I consent; proceed to the study.,Yes,No,Yes,No,Yes,,,,,,A great deal,61,65,14,6,52,72,42,54,64,86,0,0,10,21,42,89,10,15,76,87,19,15,72,87,72,64,64,56,A little,42,36,96,2,92,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,18,Female,,e81caea74309c4173bdf,FALSE,,,yes,
2023/4/16 8:59,2023/4/16 9:13,IP Address,86.156.54.76,100,823,TRUE,2023/4/16 9:13,R_3oRC1MI9x33mUMG,,,,,51.3917,-0.5099,anonymous,EN,I consent; proceed to the study.,No,Yes,Yes,Yes,Yes,,,,,,A moderate amount,70,90,16,30,71,84,35,70,44,70,35,23,28,21,27,55,17,9,89,78,37,12,61,81,56,29,37,71,A little,30,66,83,71,92,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,18,Female,,98060fa6269d546169d6,FALSE,,,yes,
2023/4/16 9:08,2023/4/16 9:16,IP Address,104.28.86.101,100,528,TRUE,2023/4/16 9:16,R_33vQeyOSCQ2TSUt,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,,,,,,Yes,No,No,Yes,Yes,A moderate amount,90,100,15,9,88,32,25,98,30,81,10,28,31,12,50,50,1,0,90,100,25,10,31,100,50,35,34,100,A little,0,75,93,17,76,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,19,Female,,6fd24fd7a03d84d52b42,FALSE,,,yes,
2023/4/17 6:09,2023/4/17 6:21,IP Address,82.20.151.191,100,736,TRUE,2023/4/17 6:21,R_24PkHevWZeFJCao,,,,,51.6011,-3.2744,anonymous,EN,I consent; proceed to the study.,Yes,Yes,Yes,Yes,Yes,,,,,,A moderate amount,70,56,34,45,58,30,20,45,71,60,10,0,30,41,47,50,25,50,83,64,54,50,67,74,73,62,75,55,A little,64,30,71,64,81,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,19,Female,,461433798f1c70df77f6,FALSE,,,yes,
2023/4/17 6:15,2023/4/17 6:26,IP Address,172.226.114.14,100,703,TRUE,2023/4/17 6:26,R_3kHb5yW9zBzGDsy,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,No,Yes,Yes,No,No,,,,,,A little,63,30,22,20,61,30,34,89,67,50,21,18,21,14,29,12,27,9,94,91,15,23,70,100,30,15,64,81,None at all,59,60,74,93,84,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,18,Female,,d7ddb26b6e3784be3798,FALSE,,,yes,
2023/4/17 6:21,2023/4/17 6:30,IP Address,90.114.31.171,100,556,TRUE,2023/4/17 6:30,R_3NR41hwUPSDJX21,,,,,46.3321,6.0611,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,Yes,A little,70,71,20,5,45,60,25,71,15,59,18,40,30,31,58,33,36,36,72,50,31,24,70,85,80,69,19,62,A little,62,58,73,70,63,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,18,Female,,6b710c0b9aa2c9786590,FALSE,,,yes,
2023/4/17 8:54,2023/4/17 9:09,IP Address,94.119.64.44,100,899,TRUE,2023/4/17 9:09,R_21mr4cd0Ssgqig0,,,,,51.5095,-0.0955,anonymous,EN,I consent; proceed to the study.,No,Yes,No,Yes,No,,,,,,A little,78,70,20,5,60,50,60,70,70,60,29,10,10,0,29,40,10,10,60,70,70,85,70,80,70,51,61,70,A moderate amount,51,9,70,71,99,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,19,Male,,3be4d65a2eed81def1ad,FALSE,,,yes,
2023/4/17 9:29,2023/4/17 9:37,IP Address,86.147.27.184,100,499,TRUE,2023/4/17 9:37,R_afr1mCeec3V139v,,,,,51.5749,0.0869,anonymous,EN,I consent; proceed to the study.,,,,,,Yes,No,No,Yes,Yes,A little,30,20,9,17,60,80,29,61,60,60,10,30,20,20,60,60,40,30,60,70,48,35,70,100,60,90,40,60,A moderate amount,50,60,77,51,80,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,18,Male,,ca0158a8ebf9350fd532,FALSE,,,yes,
2023/4/17 9:37,2023/4/17 9:55,IP Address,92.0.166.98,100,1089,TRUE,2023/4/17 9:55,R_1pXxMetEFou33AW,,,,,51.4986,0.0441,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,No,No,,,,,,A lot,70,50,30,14,50,50,30,100,60,70,32,50,10,10,50,50,40,50,88,100,50,50,65,100,81,50,55,90,A little,50,60,50,50,71,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Female,,0306f8c55cdef031a3f4,FALSE,,,yes,
2023/4/17 9:25,2023/4/17 10:18,IP Address,146.75.168.38,100,3186,TRUE,2023/4/17 10:18,R_1JDdz6ZofyhYAF1,,,,,51.529,-0.06,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,No,No,No,A little,50,20,14,0,70,50,71,100,51,75,5,31,29,0,29,46,35,12,89,91,41,14,80,100,81,93,45,88,A little,67,59,79,50,95,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,19,Female,,4d8f5e66b44bb5a2dec3,FALSE,,,yes,
2023/4/11 5:39,2023/4/11 5:39,IP Address,137.205.238.4,9,7,FALSE,2023/4/18 5:40,R_TucUiQifQKvMys1,,,,,,,anonymous,EN,I consent; proceed to the study.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dc70a2e1c9a8976b6ca,TRUE,,,yes,
2023/4/18 6:11,2023/4/18 6:19,IP Address,81.106.41.176,100,488,TRUE,2023/4/18 6:19,R_dm3wOrPlw5CEHbH,,,,,51.5565,0.134,anonymous,EN,I consent; proceed to the study.,,,,,,No,No,Yes,No,No,A moderate amount,73,85,39,26,50,50,76,95,53,71,62,66,21,22,89,72,50,35,80,93,71,78,86,97,69,79,63,72,A little,28,73,72,29,76,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,18,Female,,6d1e34d698087b44a5a4,FALSE,,,yes,
2023/4/11 7:19,2023/4/11 7:31,IP Address,104.28.37.42,96,693,FALSE,2023/4/18 7:31,R_239vREAqBzISiDG,,,,,,,anonymous,EN,I consent; proceed to the study.,No,Yes,No,Yes,Yes,,,,,,A lot,82,89,1,1,28,62,54,85,50,50,8,18,0,0,34,100,24,45,100,100,72,52,32,50,50,28,33,50,A little,54,63,83,100,100,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,19,Female,,cafbe3658ace4797ae93,FALSE,,,yes,
2023/4/11 7:02,2023/4/11 7:35,IP Address,77.103.57.192,96,1979,FALSE,2023/4/18 7:35,R_1CHjzTEb8C1FpHj,,,,,,,anonymous,EN,I consent; proceed to the study.,Yes,No,No,No,Yes,,,,,,A little,50,60,0,10,50,40,30,60,40,70,25,60,10,20,75,25,40,20,75,90,60,30,60,80,50,60,75,40,A moderate amount,20,50,90,60,95,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,18,Female,,f8bfb9ebd0b74c405903,FALSE,,,yes,
2023/4/11 5:44,2023/4/11 13:27,IP Address,5.151.177.162,18,27759,FALSE,2023/4/18 13:27,R_QiSNP2Sbt7xuf17,,,,,,,anonymous,EN,I consent; proceed to the study.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dc70a2e1c9a8976b6ca,TRUE,,,yes,
2023/4/11 5:50,2023/4/11 13:27,IP Address,5.151.177.162,27,27411,FALSE,2023/4/18 13:27,R_3PFZ6TPeip6Dern,,,,,,,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,No,No,,,,,,A moderate amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dc70a2e1c9a8976b6ca,TRUE,,,yes,
2023/4/18 16:19,2023/4/18 16:25,IP Address,172.226.0.20,100,347,TRUE,2023/4/18 16:25,R_2AQpdXB4e17Xf6b,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,Yes,No,Yes,No,Yes,,,,,,A little,64,55,68,60,62,40,44,41,21,71,47,53,62,39,40,34,67,70,60,71,42,74,59,74,26,35,59,59,A little,44,57,44,55,55,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,20,Female,,8d94ba2ddad226afe922,FALSE,,,yes,
2023/4/19 5:39,2023/4/19 5:46,IP Address,172.226.134.19,100,417,TRUE,2023/4/19 5:46,R_1KvxD2Y1AX45lVf,,,,,51.5164,-0.093,anonymous,EN,I consent; proceed to the study.,Yes,Yes,No,Yes,Yes,,,,,,A little,91,92,19,17,17,21,29,100,23,93,10,4,29,9,16,18,14,19,80,91,44,18,23,31,83,34,8,97,A little,59,89,97,91,98,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,19,Female,,981df34cf7952abb8532,FALSE,,,yes,
